Date,Open,High,Low,Close,Adj Close,Volume
2018-01-16,3537.080078,3557.040039,3527.729980,3550.209961,3550.209961,160556500
2018-01-17,3543.360107,3549.219971,3534.889893,3541.909912,3541.909912,252108000
2018-01-18,3555.540039,3561.449951,3517.899902,3521.310059,3521.310059,240944000
2018-01-19,3515.520020,3552.040039,3514.709961,3550.360107,3550.360107,258370000
2018-01-22,3551.959961,3569.429932,3541.979980,3569.429932,3569.429932,189305400
2018-01-23,3577.219971,3594.699951,3575.979980,3592.080078,3592.080078,242361500
2018-01-24,3591.479980,3611.689941,3581.330078,3609.239990,3609.239990,245008800
2018-01-25,3609.520020,3609.629883,3565.270020,3572.620117,3572.620117,229402200
2018-01-26,3574.090088,3576.340088,3561.189941,3567.139893,3567.139893,191088300
2018-01-29,3577.419922,3591.179932,3575.790039,3577.070068,3577.070068,170754600
2018-01-30,3563.939941,3575.760010,3548.739990,3548.739990,3548.739990,241878300
2018-01-31,3531.469971,3544.780029,3526.139893,3533.989990,3533.989990,321472200
2018-02-01,3536.929932,3556.659912,3528.330078,3547.229980,3547.229980,320264200
2018-02-02,3545.179932,3545.709961,3522.649902,3529.820068,3529.820068,362177000
2018-02-05,3483.070068,3491.000000,3470.120117,3482.929932,3482.929932,274785700
2018-02-06,3414.000000,3414.239990,3353.959961,3406.379883,3406.379883,492599900
2018-02-07,3445.830078,3460.199951,3377.189941,3383.770020,3383.770020,389531100
2018-02-08,3421.300049,3426.020020,3376.810059,3415.899902,3415.899902,424389600
2018-02-09,3354.840088,3382.659912,3340.550049,3377.239990,3377.239990,389194700
2018-02-12,3384.979980,3400.360107,3372.699951,3384.979980,3384.979980,308785500
2018-02-13,3404.070068,3438.250000,3399.820068,3415.070068,3415.070068,299175500
2018-02-14,3431.610107,3436.899902,3402.860107,3402.860107,3402.860107,271836000
2018-02-15,3415.969971,3445.879883,3415.510010,3443.510010,3443.510010,261989200
2018-02-19,3462.110107,3491.419922,3457.540039,3487.879883,3487.879883,221099500
2018-02-20,3483.350098,3485.379883,3463.929932,3476.530029,3476.530029,258431200
2018-02-21,3474.340088,3520.679932,3472.939941,3516.229980,3516.229980,285167600
2018-02-22,3503.090088,3506.239990,3482.409912,3488.459961,3488.459961,324523200
2018-02-23,3509.050049,3542.489990,3508.850098,3533.219971,3533.219971,254263200
2018-02-26,3543.270020,3561.010010,3535.909912,3555.850098,3555.850098,273591200
2018-02-27,3566.969971,3574.590088,3540.389893,3540.389893,3540.389893,335034600
2018-02-28,3565.209961,3565.209961,3505.090088,3517.939941,3517.939941,396896600
2018-03-01,3493.439941,3513.850098,3481.360107,3513.850098,3513.850098,255478100
2018-03-02,3479.540039,3491.530029,3470.870117,3479.199951,3479.199951,229259500
2018-03-05,3490.060059,3492.500000,3429.449951,3438.610107,3438.610107,330009100
2018-03-06,3475.399902,3494.850098,3471.840088,3491.919922,3491.919922,246586700
2018-03-07,3467.750000,3483.080078,3447.550049,3450.689941,3450.689941,293327200
2018-03-08,3462.330078,3483.790039,3461.899902,3480.439941,3480.439941,191360100
2018-03-09,3494.429932,3495.090088,3476.239990,3485.570068,3485.570068,208834200
2018-03-12,3519.250000,3551.780029,3517.729980,3540.189941,3540.189941,194535500
2018-03-13,3533.530029,3555.979980,3530.959961,3553.729980,3553.729980,250688100
2018-03-14,3541.389893,3548.939941,3523.649902,3539.409912,3539.409912,210271600
2018-03-15,3520.810059,3535.110107,3506.449951,3517.729980,3517.729980,233471100
2018-03-16,3514.699951,3519.540039,3501.810059,3512.139893,3512.139893,301769600
2018-03-19,3515.949951,3515.949951,3493.520020,3498.290039,3498.290039,140761600
2018-03-20,3484.419922,3516.399902,3481.800049,3513.310059,3513.310059,164752200
2018-03-21,3516.320068,3523.870117,3503.260010,3511.129883,3511.129883,166085700
2018-03-22,3523.830078,3526.250000,3485.469971,3491.370117,3491.370117,154582800
2018-03-23,3436.000000,3436.080078,3394.550049,3421.389893,3421.389893,342844800
2018-03-26,3400.949951,3430.199951,3388.899902,3412.459961,3412.459961,248681800
2018-03-27,3438.540039,3443.429932,3423.979980,3439.350098,3439.350098,218497200
2018-03-28,3424.100098,3424.100098,3382.780029,3382.780029,3382.780029,238862600
2018-03-29,3393.860107,3440.419922,3392.669922,3427.969971,3427.969971,342422400
2018-04-02,3439.040039,3443.879883,3424.030029,3430.760010,3430.760010,165121000
2018-04-03,3405.310059,3412.149902,3387.379883,3412.149902,3412.149902,245906200
2018-04-04,3420.850098,3421.020020,3338.959961,3339.699951,3339.699951,284555200
2018-04-05,3389.189941,3422.639893,3383.209961,3405.649902,3405.649902,212442300
2018-04-06,3392.760010,3449.399902,3384.260010,3442.500000,3442.500000,297512300
2018-04-09,3432.280029,3456.810059,3413.899902,3449.959961,3449.959961,189309100
2018-04-10,3438.750000,3473.840088,3434.540039,3466.379883,3466.379883,225296300
2018-04-11,3478.030029,3488.330078,3472.320068,3479.760010,3479.760010,211508700
2018-04-12,3485.610107,3493.659912,3462.709961,3468.610107,3468.610107,213983500
2018-04-13,3486.669922,3506.800049,3482.989990,3501.300049,3501.300049,205209600
2018-04-16,3509.260010,3509.479980,3482.290039,3497.189941,3497.189941,158102300
2018-04-17,3505.310059,3509.679932,3490.760010,3498.199951,3498.199951,204009500
2018-04-18,3521.689941,3560.379883,3521.189941,3557.820068,3557.820068,243690300
2018-04-19,3573.060059,3604.060059,3569.110107,3598.729980,3598.729980,224492100
2018-04-20,3578.850098,3596.540039,3560.209961,3573.379883,3573.379883,220890400
2018-04-23,3566.629883,3591.840088,3563.189941,3579.540039,3579.540039,190044700
2018-04-24,3581.729980,3587.229980,3561.139893,3584.560059,3584.560059,228881400
2018-04-25,3562.370117,3574.909912,3555.229980,3568.010010,3568.010010,216440800
2018-04-26,3582.610107,3582.610107,3557.489990,3570.020020,3570.020020,232937800
2018-04-27,3586.080078,3588.300049,3569.270020,3577.209961,3577.209961,181278000
2018-04-30,3604.100098,3628.429932,3595.629883,3613.929932,3613.929932,248192400
2018-05-02,3624.199951,3641.649902,3607.250000,3615.280029,3615.280029,269337100
2018-05-03,3585.300049,3587.689941,3556.419922,3575.679932,3575.679932,160865700
2018-05-04,3574.540039,3575.500000,3533.179932,3545.379883,3545.379883,170783100
2018-05-07,3553.469971,3554.899902,3527.699951,3532.860107,3532.860107,144668100
2018-05-08,3536.850098,3550.070068,3522.370117,3543.169922,3543.169922,193948100
2018-05-09,3558.929932,3562.419922,3526.899902,3548.540039,3548.540039,199980000
2018-05-10,3547.310059,3551.280029,3536.540039,3537.590088,3537.590088,217457400
2018-05-11,3559.070068,3576.179932,3541.169922,3570.169922,3570.169922,297399200
2018-05-14,3569.110107,3574.209961,3550.780029,3562.459961,3562.459961,198150100
2018-05-15,3557.050049,3566.750000,3540.229980,3540.229980,3540.229980,321305800
2018-05-16,3532.969971,3552.919922,3521.939941,3533.050049,3533.050049,328512000
2018-05-17,3545.899902,3550.620117,3530.379883,3536.760010,3536.760010,229202500
2018-05-18,3528.409912,3534.550049,3517.729980,3529.270020,3529.270020,225534500
2018-05-21,3545.209961,3569.360107,3544.100098,3548.229980,3548.229980,204954800
2018-05-22,3542.800049,3563.139893,3537.030029,3543.179932,3543.179932,155616300
2018-05-23,3540.919922,3541.389893,3493.929932,3496.270020,3496.270020,298827400
2018-05-24,3508.870117,3532.919922,3497.979980,3528.919922,3528.919922,252752000
2018-05-25,3522.989990,3532.360107,3511.879883,3513.229980,3513.229980,241831300
2018-05-28,3517.370117,3529.260010,3513.770020,3518.479980,3518.479980,213020100
2018-05-30,3453.479980,3467.080078,3437.120117,3443.949951,3443.949951,498593500
2018-05-31,3476.459961,3478.050049,3428.179932,3428.179932,3428.179932,1095623800
2018-06-01,3423.500000,3433.199951,3417.860107,3427.510010,3427.510010,401264800
2018-06-04,3441.199951,3467.479980,3441.199951,3467.479980,3467.479980,188253100
2018-06-05,3479.780029,3487.129883,3472.479980,3483.159912,3483.159912,277847100
2018-06-06,3483.320068,3492.340088,3460.290039,3467.810059,3467.810059,343459700
2018-06-07,3488.250000,3489.409912,3460.489990,3473.080078,3473.080078,264834800
2018-06-08,3460.260010,3474.090088,3432.179932,3436.370117,3436.370117,308571100
2018-06-11,3450.070068,3452.979980,3427.139893,3441.689941,3441.689941,213973500
2018-06-12,3438.580078,3449.399902,3428.540039,3430.689941,3430.689941,213345100
2018-06-13,3429.860107,3432.639893,3388.919922,3392.510010,3392.510010,236504100
2018-06-14,3380.370117,3388.879883,3345.179932,3356.729980,3356.729980,452054000
2018-06-18,3314.080078,3335.679932,3299.810059,3324.040039,3324.040039,300359000
2018-06-19,3324.989990,3341.639893,3297.250000,3301.350098,3301.350098,318725300
2018-06-20,3309.929932,3333.929932,3297.669922,3315.899902,3315.899902,235680600
2018-06-21,3315.229980,3326.590088,3299.050049,3300.000000,3300.000000,223840100
2018-06-22,3289.429932,3294.840088,3270.149902,3287.399902,3287.399902,257536600
2018-06-25,3279.530029,3285.689941,3246.919922,3260.840088,3260.840088,228941000
2018-06-26,3245.790039,3285.229980,3237.770020,3280.870117,3280.870117,236519400
2018-06-27,3281.709961,3296.290039,3251.360107,3254.770020,3254.770020,268030900
2018-06-28,3245.919922,3266.689941,3244.179932,3257.570068,3257.570068,247397500
2018-06-29,3269.199951,3286.919922,3251.120117,3268.699951,3268.699951,283823700
2018-07-02,3277.429932,3280.189941,3231.679932,3238.939941,3238.939941,203011000
2018-07-03,3245.669922,3254.879883,3218.620117,3235.899902,3235.899902,260659600
2018-07-04,3230.590088,3249.520020,3224.620117,3244.889893,3244.889893,213831300
2018-07-05,3247.370117,3265.590088,3239.139893,3256.709961,3256.709961,205709700
2018-07-06,3232.959961,3233.840088,3176.260010,3191.820068,3191.820068,382857200
2018-07-09,3197.790039,3233.830078,3196.149902,3228.820068,3228.820068,280864000
2018-07-10,3250.169922,3274.949951,3249.300049,3274.830078,3274.830078,306567400
2018-07-11,3239.429932,3251.520020,3220.149902,3249.080078,3249.080078,261141100
2018-07-12,3247.860107,3263.419922,3240.219971,3253.010010,3253.010010,249123500
2018-07-13,3257.530029,3265.919922,3251.850098,3260.350098,3260.350098,186201000
2018-07-16,3260.830078,3267.110107,3231.090088,3232.790039,3232.790039,164515600
2018-07-17,3240.350098,3247.840088,3226.050049,3239.639893,3239.639893,221834100
2018-07-18,3251.280029,3258.929932,3239.929932,3240.500000,3240.500000,235296000
2018-07-19,3255.949951,3283.919922,3249.729980,3277.580078,3277.580078,176152000
2018-07-20,3291.439941,3298.770020,3281.340088,3297.830078,3297.830078,193614800
2018-07-23,3294.520020,3297.939941,3278.139893,3293.709961,3293.709961,172188700
2018-07-24,3295.320068,3308.419922,3286.429932,3292.649902,3292.649902,244918900
2018-07-25,3304.550049,3333.379883,3301.850098,3326.830078,3326.830078,230106400
2018-07-26,3328.439941,3341.419922,3322.820068,3328.600098,3328.600098,228354100
2018-07-27,3332.919922,3336.219971,3310.739990,3324.979980,3324.979980,156341600
2018-07-30,3314.550049,3320.100098,3301.120117,3307.149902,3307.149902,124459600
2018-07-31,3284.399902,3331.270020,3284.219971,3319.850098,3319.850098,331599000
2018-08-01,3331.050049,3338.919922,3308.899902,3328.949951,3328.949951,204055600
2018-08-02,3329.010010,3329.189941,3278.840088,3286.320068,3286.320068,185396800
2018-08-03,3300.590088,3311.639893,3264.610107,3265.729980,3265.729980,193235300
2018-08-06,3284.679932,3305.229980,3278.149902,3285.340088,3285.340088,270141900
2018-08-07,3297.909912,3347.979980,3297.780029,3340.000000,3340.000000,273442600
2018-08-08,3336.219971,3341.520020,3308.719971,3326.739990,3326.739990,300146700
2018-08-10,3295.729980,3296.080078,3273.570068,3284.780029,3284.780029,276141400
2018-08-13,3267.939941,3268.770020,3239.320068,3245.340088,3245.340088,281795600
2018-08-14,3243.270020,3253.090088,3231.969971,3242.870117,3242.870117,229614300
2018-08-15,3240.929932,3242.060059,3217.889893,3234.120117,3234.120117,301369600
2018-08-16,3220.850098,3230.750000,3207.250000,3211.929932,3211.929932,215518400
2018-08-17,3233.879883,3244.120117,3203.330078,3209.439941,3209.439941,249730800
2018-08-20,3211.080078,3222.840088,3200.540039,3204.709961,3204.709961,212840600
2018-08-21,3194.179932,3212.139893,3187.830078,3199.889893,3199.889893,171531200
2018-08-23,3230.189941,3256.239990,3229.929932,3249.889893,3249.889893,343753700
2018-08-24,3239.090088,3239.469971,3211.479980,3213.000000,3213.000000,208870900
2018-08-27,3223.409912,3237.659912,3222.120117,3225.620117,3225.620117,170865900
2018-08-28,3244.260010,3263.139893,3239.270020,3247.550049,3247.550049,206767400
2018-08-29,3251.010010,3256.610107,3239.439941,3243.919922,3243.919922,149574600
2018-08-30,3247.139893,3252.580078,3217.320068,3225.719971,3225.719971,201246300
2018-08-31,3200.370117,3227.600098,3199.340088,3213.479980,3213.479980,359752000
2018-09-03,3209.969971,3213.889893,3193.860107,3207.199951,3207.199951,246068400
2018-09-04,3205.580078,3218.760010,3203.020020,3210.510010,3210.510010,150735000
2018-09-05,3199.629883,3208.810059,3151.830078,3156.280029,3156.280029,190481700
2018-09-06,3158.830078,3166.510010,3139.989990,3147.689941,3147.689941,237092000
2018-09-07,3133.969971,3140.030029,3119.889893,3134.389893,3134.389893,227469900
2018-09-10,3131.199951,3131.439941,3105.360107,3120.919922,3120.919922,201084200
2018-09-11,3115.469971,3119.010010,3103.939941,3109.909912,3109.909912,178582800
2018-09-12,3106.989990,3132.110107,3102.729980,3124.649902,3124.649902,216370900
2018-09-13,3129.919922,3139.479980,3114.739990,3131.770020,3131.770020,213901000
2018-09-14,3146.219971,3163.850098,3142.959961,3161.419922,3161.419922,199473600
2018-09-17,3149.709961,3150.830078,3133.370117,3141.399902,3141.399902,132184200
2018-09-18,3122.879883,3140.219971,3110.790039,3139.340088,3139.340088,201972700
2018-09-19,3143.459961,3181.500000,3139.489990,3176.570068,3176.570068,205153800
2018-09-20,3180.429932,3189.310059,3172.639893,3180.429932,3180.429932,166972000
2018-09-21,3206.939941,3225.399902,3199.889893,3217.679932,3217.679932,387322000
2018-09-24,3215.689941,3232.610107,3213.280029,3219.159912,3219.159912,149142400
2018-09-25,3229.899902,3243.239990,3226.489990,3236.080078,3236.080078,170027500
2018-09-26,3248.810059,3265.010010,3237.909912,3239.100098,3239.100098,174290000
2018-09-27,3244.199951,3263.080078,3232.209961,3236.260010,3236.260010,205169500
2018-09-28,3250.310059,3262.169922,3244.510010,3257.050049,3257.050049,304657000
2018-10-01,3262.429932,3268.489990,3246.790039,3255.459961,3255.459961,163865600
2018-10-02,3248.500000,3253.620117,3231.560059,3242.649902,3242.649902,170058800
2018-10-03,3257.310059,3272.879883,3252.389893,3267.399902,3267.399902,242666800
2018-10-04,3246.969971,3248.530029,3226.860107,3231.590088,3231.590088,218061500
2018-10-05,3224.350098,3230.010010,3198.719971,3209.790039,3209.790039,175006800
2018-10-08,3198.239990,3202.889893,3179.820068,3181.449951,3181.449951,175039800
2018-10-09,3180.600098,3187.179932,3160.850098,3166.600098,3166.600098,206512500
2018-10-10,3169.330078,3169.570068,3129.500000,3131.479980,3131.479980,238806700
2018-10-11,3074.770020,3074.770020,3035.199951,3047.389893,3047.389893,392353300
2018-10-12,3055.169922,3088.770020,3043.280029,3069.169922,3069.169922,340956300
2018-10-15,3067.800049,3067.800049,3045.530029,3045.969971,3045.969971,211328500
2018-10-16,3053.239990,3058.969971,3030.209961,3034.310059,3034.310059,259212700
2018-10-17,3077.860107,3087.840088,3071.100098,3071.100098,3071.100098,273984900
2018-10-18,3064.060059,3074.739990,3050.639893,3069.669922,3069.669922,205641300
2018-10-19,3046.870117,3073.209961,3046.699951,3062.510010,3062.510010,282437400
2018-10-22,3057.310059,3078.060059,3057.159912,3078.060059,3078.060059,205654400
2018-10-23,3057.649902,3061.120117,3029.600098,3031.389893,3031.389893,204883900
2018-10-24,3044.330078,3053.070068,3031.939941,3032.080078,3032.080078,225756600
2018-10-25,2992.000000,3012.840088,2984.469971,3012.840088,3012.840088,294249600
2018-10-26,3004.350098,3006.919922,2955.679932,2972.020020,2972.020020,315235500
2018-10-29,2989.629883,3005.030029,2978.639893,2981.540039,2981.540039,226254900
2018-10-30,2969.510010,2974.850098,2961.229980,2966.449951,2966.449951,184466100
2018-10-31,2978.989990,3020.489990,2978.659912,3018.800049,3018.800049,304262100
2018-11-01,3045.679932,3061.489990,3040.929932,3060.850098,3060.850098,223632900
2018-11-02,3081.669922,3121.270020,3077.500000,3116.389893,3116.389893,318268000
2018-11-05,3087.510010,3091.909912,3056.419922,3060.620117,3060.620117,167751300
2018-11-07,3084.500000,3092.949951,3060.879883,3065.360107,3065.360107,216617300
2018-11-08,3089.040039,3097.590088,3079.959961,3093.239990,3093.239990,277292100
2018-11-09,3078.379883,3079.409912,3059.199951,3077.969971,3077.969971,259115700
2018-11-12,3060.300049,3089.820068,3059.320068,3068.149902,3068.149902,153580200
2018-11-13,3027.909912,3056.280029,3026.080078,3053.600098,3053.600098,243232400
2018-11-14,3049.310059,3053.320068,3031.469971,3043.189941,3043.189941,198025200
2018-11-15,3042.699951,3065.330078,3031.899902,3054.530029,3054.530029,230063900
2018-11-16,3069.340088,3087.899902,3060.969971,3083.600098,3083.600098,191693900
2018-11-19,3084.340088,3084.709961,3054.949951,3065.070068,3065.070068,150120200
2018-11-20,3035.090088,3042.939941,3023.679932,3026.989990,3026.989990,198331700
2018-11-21,3010.090088,3049.239990,3007.310059,3038.649902,3038.649902,167973700
2018-11-22,3052.800049,3054.159912,3032.790039,3041.379883,3041.379883,136029000
2018-11-23,3037.679932,3056.110107,3034.120117,3052.489990,3052.489990,91643700
2018-11-26,3057.280029,3093.379883,3056.389893,3093.379883,3093.379883,152645400
2018-11-27,3085.739990,3105.800049,3074.209961,3090.399902,3090.399902,254111700
2018-11-28,3101.100098,3101.179932,3078.929932,3094.479980,3094.479980,226661700
2018-11-29,3123.800049,3132.419922,3106.959961,3109.439941,3109.439941,227537400
2018-11-30,3117.909912,3130.810059,3110.340088,3117.610107,3117.610107,373305300
2018-12-03,3154.219971,3192.879883,3153.709961,3190.620117,3190.620117,293488400
2018-12-04,3189.530029,3190.080078,3151.719971,3167.790039,3167.790039,223581400
2018-12-05,3132.639893,3155.919922,3127.699951,3155.919922,3155.919922,184362800
2018-12-06,3133.800049,3134.649902,3105.629883,3115.520020,3115.520020,193930700
2018-12-07,3149.500000,3149.709961,3111.120117,3111.120117,3111.120117,188235200
2018-12-10,3087.280029,3087.280029,3064.020020,3072.439941,3072.439941,146367600
2018-12-11,3062.439941,3075.270020,3053.989990,3059.280029,3059.280029,196593600
2018-12-12,3075.620117,3101.100098,3073.020020,3099.989990,3099.989990,206232500
2018-12-13,3104.070068,3125.100098,3102.439941,3111.080078,3111.080078,198705000
2018-12-14,3087.459961,3094.270020,3067.300049,3077.090088,3077.090088,173439100
2018-12-17,3091.780029,3124.590088,3090.919922,3114.250000,3114.250000,192313200
2018-12-18,3077.889893,3080.770020,3045.540039,3045.540039,3045.540039,226543300
2018-12-19,3045.909912,3065.370117,3042.439941,3058.649902,3058.649902,187643000
2018-12-20,3041.919922,3064.090088,3036.909912,3050.620117,3050.620117,193152600
2018-12-21,3031.189941,3070.090088,3028.250000,3046.040039,3046.040039,320738400
2018-12-24,3026.860107,3051.060059,3022.469971,3051.060059,3051.060059,73987400
2018-12-26,3001.530029,3022.239990,3000.449951,3011.149902,3011.149902,108588600
2018-12-27,3055.429932,3076.100098,3041.909912,3044.739990,3044.739990,141061200
2018-12-28,3049.629883,3069.189941,3039.850098,3053.429932,3053.429932,100766100
2018-12-31,3064.090088,3070.489990,3061.530029,3068.760010,3068.760010,77867700
